patch_id,lat,lon,row_start,col_start,valid_fraction,risk_class,risk_label,risk_score,confidence,attn_Jun,attn_Jul,attn_Aug,attn_Sep,attn_Oct,attn_Nov
186,16.49320336372703,79.80718324069821,48,48,1.0,1,Medium Risk,0.5021,0.996,0.0935,0.0666,0.0793,0.1036,0.1336,0.5234
187,16.49320336372703,79.81149515406197,48,96,1.0,1,Medium Risk,0.4836,0.9339,0.087,0.0621,0.0676,0.1045,0.1149,0.564
188,16.49320336372703,79.81580706742575,48,144,1.0,1,Medium Risk,0.4973,0.9964,0.0627,0.1074,0.071,0.1072,0.1428,0.5089
189,16.49320336372703,79.82011898078953,48,192,1.0,1,Medium Risk,0.4924,0.9623,0.0822,0.0931,0.1086,0.0922,0.16,0.464
190,16.49320336372703,79.8244308941533,48,240,1.0,0,Low Risk,0.3283,0.9987,0.0496,0.0873,0.1112,0.0681,0.1235,0.5603
191,16.49320336372703,79.82874280751707,48,288,1.0,0,Low Risk,0.248,1.0,0.0356,0.0995,0.1239,0.0522,0.1052,0.5836
192,16.49320336372703,79.83305472088085,48,336,1.0,0,Low Risk,0.2751,0.9998,0.042,0.0523,0.0921,0.0657,0.1111,0.6368
193,16.49320336372703,79.83736663424462,48,384,1.0,1,Medium Risk,0.4625,0.6278,0.0855,0.0528,0.0937,0.0901,0.1327,0.5452
194,16.49320336372703,79.8416785476084,48,432,1.0,0,Low Risk,0.3125,0.9991,0.0618,0.0535,0.0861,0.0807,0.1108,0.6072
195,16.49320336372703,79.84599046097216,48,480,1.0,0,Low Risk,0.3864,0.9577,0.0922,0.0537,0.0953,0.0912,0.1231,0.5446
196,16.49320336372703,79.85030237433594,48,528,1.0,1,Medium Risk,0.4974,0.9927,0.1097,0.0395,0.0667,0.113,0.1313,0.5398
197,16.49320336372703,79.85461428769972,48,576,1.0,0,Low Risk,0.4312,0.7746,0.0955,0.0447,0.0642,0.1037,0.1109,0.581
198,16.49320336372703,79.85892620106348,48,624,1.0,1,Medium Risk,0.4921,0.9337,0.1048,0.0753,0.0726,0.0951,0.1251,0.5271
199,16.49320336372703,79.86323811442726,48,672,1.0,0,Low Risk,0.3641,0.9841,0.0827,0.087,0.0825,0.1056,0.0991,0.5431
200,16.49320336372703,79.86755002779104,48,720,1.0,1,Medium Risk,0.4945,0.9793,0.0902,0.0608,0.0565,0.1116,0.1198,0.5611
201,16.49320336372703,79.8718619411548,48,768,1.0,1,Medium Risk,0.5139,0.9921,0.0933,0.066,0.0695,0.0943,0.1426,0.5342
202,16.49320336372703,79.87617385451858,48,816,1.0,0,Low Risk,0.3275,0.998,0.0729,0.0786,0.1076,0.0877,0.1237,0.5295
203,16.49320336372703,79.88048576788236,48,864,1.0,0,Low Risk,0.448,0.7674,0.0862,0.0817,0.1058,0.0756,0.0991,0.5516
204,16.49320336372703,79.88479768124613,48,912,1.0,0,Low Risk,0.3821,0.9898,0.0781,0.0904,0.127,0.078,0.102,0.5244
205,16.49320336372703,79.8891095946099,48,960,1.0,0,Low Risk,0.3936,0.9861,0.0858,0.0772,0.1149,0.0735,0.1016,0.547
206,16.49320336372703,79.89342150797368,48,1008,1.0,1,Medium Risk,0.5053,0.9769,0.0799,0.0634,0.0716,0.0725,0.1095,0.6032
207,16.49320336372703,79.89773342133745,48,1056,1.0,1,Medium Risk,0.5147,0.9842,0.0671,0.0437,0.0536,0.0833,0.118,0.6343
208,16.49320336372703,79.90204533470123,48,1104,1.0,0,Low Risk,0.4512,0.6669,0.0909,0.0848,0.1174,0.0599,0.1145,0.5324
209,16.49320336372703,79.90635724806499,48,1152,1.0,0,Low Risk,0.3546,0.9929,0.0867,0.0952,0.1315,0.0692,0.1173,0.5002
210,16.49320336372703,79.91066916142877,48,1200,1.0,0,Low Risk,0.2527,1.0,0.0378,0.0894,0.1399,0.0381,0.1393,0.5554
211,16.49320336372703,79.91498107479255,48,1248,1.0,0,Low Risk,0.2224,1.0,0.0331,0.0534,0.0993,0.0444,0.13,0.6398
212,16.49320336372703,79.91929298815631,48,1296,1.0,0,Low Risk,0.2711,0.9999,0.0246,0.0756,0.0699,0.0891,0.1259,0.615
213,16.49320336372703,79.9236049015201,48,1344,1.0,0,Low Risk,0.2303,1.0,0.0198,0.0592,0.0925,0.0594,0.1272,0.6418
214,16.49320336372703,79.92791681488387,48,1392,1.0,0,Low Risk,0.1933,1.0,0.0186,0.0649,0.0957,0.0487,0.1123,0.6598
215,16.49320336372703,79.93222872824764,48,1440,1.0,0,Low Risk,0.2082,1.0,0.0213,0.091,0.1074,0.0493,0.1169,0.6141
216,16.49320336372703,79.93654064161142,48,1488,1.0,0,Low Risk,0.2969,0.9998,0.0299,0.1478,0.1225,0.1032,0.0929,0.5037
217,16.49320336372703,79.9408525549752,48,1536,1.0,0,Low Risk,0.2933,0.9994,0.0378,0.162,0.1604,0.1547,0.0916,0.3935
218,16.49320336372703,79.94516446833896,48,1584,1.0,1,Medium Risk,0.4802,0.9608,0.0409,0.1551,0.0434,0.1622,0.1737,0.4247
219,16.49320336372703,79.94947638170274,48,1632,1.0,0,Low Risk,0.3235,0.9982,0.0328,0.1395,0.117,0.0981,0.1242,0.4884
220,16.49320336372703,79.95378829506652,48,1680,1.0,0,Low Risk,0.1703,1.0,0.0259,0.1028,0.1386,0.0514,0.1376,0.5437
221,16.49320336372703,79.95810020843028,48,1728,1.0,0,Low Risk,0.1624,1.0,0.0209,0.0829,0.1245,0.0354,0.1449,0.5913
222,16.49320336372703,79.96241212179406,48,1776,1.0,0,Low Risk,0.1855,1.0,0.0125,0.1617,0.1504,0.0577,0.1325,0.4852
223,16.49320336372703,79.96672403515782,48,1824,1.0,0,Low Risk,0.178,1.0,0.0087,0.2011,0.1516,0.0584,0.1269,0.4532
224,16.49320336372703,79.9710359485216,48,1872,1.0,0,Low Risk,0.1753,1.0,0.0077,0.2147,0.137,0.0672,0.1154,0.458
225,16.49320336372703,79.97534786188538,48,1920,1.0,0,Low Risk,0.417,0.8464,0.0192,0.1716,0.2008,0.0986,0.1119,0.3979
226,16.49320336372703,79.97965977524915,48,1968,1.0,0,Low Risk,0.2576,0.9998,0.0226,0.1318,0.1502,0.1301,0.096,0.4692
227,16.49320336372703,79.98397168861293,48,2016,1.0,0,Low Risk,0.2035,1.0,0.0285,0.1106,0.122,0.063,0.1475,0.5285
228,16.49320336372703,79.9882836019767,48,2064,1.0,0,Low Risk,0.1902,1.0,0.0297,0.1171,0.1216,0.0541,0.1529,0.5246
229,16.49320336372703,79.99259551534047,48,2112,1.0,0,Low Risk,0.1979,1.0,0.0344,0.1293,0.1274,0.0575,0.1549,0.4965
230,16.49320336372703,79.99690742870425,48,2160,1.0,0,Low Risk,0.2331,0.9999,0.0298,0.1192,0.1332,0.0708,0.1463,0.5008
231,16.49320336372703,80.00121934206803,48,2208,1.0,0,Low Risk,0.3553,0.9948,0.0298,0.1385,0.1474,0.0819,0.1435,0.4589
232,16.49320336372703,80.00553125543179,48,2256,1.0,1,Medium Risk,0.4541,0.6182,0.0145,0.1239,0.1747,0.103,0.1085,0.4754
233,16.49320336372703,80.00984316879557,48,2304,1.0,0,Low Risk,0.3952,0.9591,0.0257,0.1521,0.1739,0.09,0.0996,0.4587
234,16.49320336372703,80.01415508215935,48,2352,1.0,0,Low Risk,0.2727,0.9997,0.0509,0.0465,0.1104,0.0678,0.1135,0.6109
235,16.49320336372703,80.01846699552311,48,2400,1.0,0,Low Risk,0.2276,1.0,0.0224,0.0474,0.0543,0.0798,0.1288,0.6673
236,16.49320336372703,80.02277890888689,48,2448,1.0,0,Low Risk,0.4237,0.8163,0.0226,0.0625,0.0526,0.1192,0.1678,0.5754
237,16.49320336372703,80.02709082225066,48,2496,1.0,0,Low Risk,0.2929,0.9983,0.0244,0.0934,0.116,0.1079,0.1288,0.5294
238,16.49320336372703,80.03140273561444,48,2544,1.0,0,Low Risk,0.2634,0.9998,0.0284,0.1227,0.1329,0.1214,0.0919,0.5026
239,16.49320336372703,80.03571464897821,48,2592,1.0,0,Low Risk,0.2479,1.0,0.0198,0.0754,0.0962,0.0821,0.1172,0.6092
240,16.49320336372703,80.04002656234198,48,2640,1.0,0,Low Risk,0.3041,0.9992,0.0285,0.0768,0.0795,0.0771,0.1464,0.5917
241,16.49320336372703,80.04433847570576,48,2688,1.0,0,Low Risk,0.3444,0.9874,0.0318,0.122,0.0978,0.0991,0.1146,0.5347
242,16.49320336372703,80.04865038906954,48,2736,1.0,0,Low Risk,0.2915,0.9987,0.0278,0.128,0.1327,0.088,0.1081,0.5154
243,16.49320336372703,80.0529623024333,48,2784,1.0,0,Low Risk,0.4355,0.6021,0.0353,0.159,0.114,0.1155,0.1076,0.4687
244,16.49320336372703,80.05727421579708,48,2832,1.0,0,Low Risk,0.2716,0.9998,0.0262,0.1148,0.1139,0.0851,0.1057,0.5542
245,16.49320336372703,80.06158612916086,48,2880,1.0,2,High Risk,0.6086,0.9134,0.0361,0.1422,0.1179,0.1001,0.1121,0.4916
246,16.49320336372703,80.06589804252462,48,2928,1.0,2,High Risk,0.6199,0.8966,0.0417,0.1852,0.1594,0.1224,0.1097,0.3815
247,16.49320336372703,80.0702099558884,48,2976,1.0,1,Medium Risk,0.5777,0.5149,0.0347,0.1605,0.1355,0.1142,0.1083,0.4468
248,16.49320336372703,80.07452186925218,48,3024,1.0,1,Medium Risk,0.4761,0.8762,0.0337,0.1475,0.1315,0.159,0.1026,0.4258
249,16.49320336372703,80.07883378261594,48,3072,1.0,2,High Risk,0.595,0.8774,0.0366,0.1698,0.1244,0.1217,0.1087,0.4387
250,16.49320336372703,80.08314569597972,48,3120,1.0,2,High Risk,0.6878,0.9992,0.0782,0.1272,0.0936,0.1256,0.1125,0.4629
251,16.49320336372703,80.08745760934349,48,3168,1.0,2,High Risk,0.7083,0.9997,0.0951,0.1411,0.1149,0.1274,0.1218,0.3996
252,16.49320336372703,80.09176952270727,48,3216,1.0,2,High Risk,0.661,0.9894,0.0914,0.121,0.1305,0.0767,0.0976,0.4828
253,16.49320336372703,80.09608143607105,48,3264,1.0,1,Medium Risk,0.5408,0.9618,0.0859,0.068,0.1203,0.1167,0.1362,0.4729
254,16.49320336372703,80.10039334943481,48,3312,1.0,1,Medium Risk,0.5176,0.9955,0.0865,0.0622,0.1204,0.1097,0.1356,0.4855
255,16.49320336372703,80.10470526279859,48,3360,1.0,1,Medium Risk,0.5836,0.7212,0.0907,0.058,0.1386,0.09,0.1767,0.4461
256,16.49320336372703,80.10901717616237,48,3408,1.0,2,High Risk,0.623,0.9364,0.0946,0.0617,0.1404,0.073,0.1802,0.4502
257,16.49320336372703,80.11332908952613,48,3456,1.0,1,Medium Risk,0.5133,0.9876,0.0782,0.0549,0.1506,0.095,0.142,0.4793
258,16.49320336372703,80.11764100288991,48,3504,1.0,1,Medium Risk,0.5172,0.9598,0.0741,0.052,0.1568,0.0913,0.1391,0.4867
259,16.49320336372703,80.12195291625369,48,3552,1.0,2,High Risk,0.6574,0.9932,0.0962,0.0656,0.1307,0.0906,0.1648,0.452
260,16.49320336372703,80.12626482961745,48,3600,1.0,2,High Risk,0.6523,0.9918,0.0986,0.0629,0.1155,0.1005,0.1624,0.4602
261,16.49320336372703,80.13057674298123,48,3648,1.0,2,High Risk,0.6085,0.8963,0.1162,0.0717,0.0936,0.1034,0.1392,0.476
262,16.49320336372703,80.13488865634501,48,3696,1.0,1,Medium Risk,0.56,0.9788,0.1052,0.0583,0.1176,0.0948,0.1455,0.4785
263,16.49320336372703,80.13920056970878,48,3744,1.0,1,Medium Risk,0.4912,0.9096,0.0543,0.07,0.1693,0.1045,0.1328,0.4691
264,16.49320336372703,80.14351248307256,48,3792,1.0,0,Low Risk,0.3333,0.9997,0.0275,0.0472,0.1459,0.1012,0.1619,0.5164
265,16.49320336372703,80.14782439643632,48,3840,1.0,1,Medium Risk,0.5198,0.9434,0.0677,0.0667,0.1387,0.1011,0.1345,0.4914
266,16.49320336372703,80.1521363098001,48,3888,1.0,2,High Risk,0.6875,0.999,0.1331,0.0514,0.0798,0.1186,0.171,0.4462
267,16.49320336372703,80.15644822316388,48,3936,1.0,2,High Risk,0.6311,0.9776,0.1263,0.057,0.08,0.1335,0.1113,0.4919
268,16.49320336372703,80.16076013652764,48,3984,1.0,1,Medium Risk,0.4628,0.701,0.0391,0.0704,0.1163,0.1271,0.1256,0.5215
269,16.49320336372703,80.16507204989142,48,4032,1.0,1,Medium Risk,0.5673,0.9694,0.1043,0.0761,0.0701,0.0986,0.1425,0.5084
270,16.49320336372703,80.1693839632552,48,4080,1.0,2,High Risk,0.7256,0.9999,0.1404,0.0437,0.0654,0.1419,0.2044,0.4043
271,16.49320336372703,80.17369587661896,48,4128,1.0,2,High Risk,0.6776,0.9992,0.127,0.0358,0.0638,0.1533,0.2126,0.4076
272,16.49320336372703,80.17800778998274,48,4176,1.0,2,High Risk,0.6471,0.9956,0.1216,0.0407,0.0575,0.1436,0.2305,0.4061
273,16.49320336372703,80.18231970334652,48,4224,1.0,1,Medium Risk,0.5499,0.9984,0.0936,0.0619,0.079,0.1008,0.1725,0.4922
274,16.49320336372703,80.18663161671029,48,4272,1.0,0,Low Risk,0.3938,0.9571,0.0463,0.0695,0.1229,0.0593,0.131,0.571
275,16.49320336372703,80.19094353007407,48,4320,1.0,2,High Risk,0.6235,0.9676,0.1348,0.0627,0.0922,0.1116,0.1342,0.4644
276,16.49320336372703,80.19525544343784,48,4368,1.0,2,High Risk,0.6975,0.9992,0.1685,0.0754,0.0659,0.1321,0.1931,0.365
277,16.49320336372703,80.19956735680161,48,4416,1.0,2,High Risk,0.6259,0.9764,0.1305,0.0848,0.068,0.1252,0.1887,0.4028
278,16.49320336372703,80.20387927016539,48,4464,1.0,1,Medium Risk,0.5531,0.9764,0.0415,0.1543,0.1396,0.0971,0.1247,0.4428
279,16.49320336372703,80.20819118352915,48,4512,1.0,1,Medium Risk,0.5663,0.9549,0.0669,0.0692,0.1349,0.0835,0.1443,0.5012
280,16.49320336372703,80.21250309689293,48,4560,1.0,1,Medium Risk,0.5255,0.9961,0.1199,0.0318,0.0969,0.094,0.1333,0.5241
281,16.49320336372703,80.21681501025671,48,4608,1.0,1,Medium Risk,0.4563,0.6032,0.0851,0.0295,0.1119,0.0726,0.1289,0.572
282,16.49320336372703,80.22112692362047,48,4656,1.0,2,High Risk,0.6262,0.9722,0.1282,0.0896,0.0953,0.1127,0.1488,0.4253
283,16.49320336372703,80.22543883698425,48,4704,1.0,2,High Risk,0.5949,0.5425,0.0885,0.0729,0.1585,0.0675,0.1414,0.4713
284,16.49320336372703,80.22975075034803,48,4752,1.0,1,Medium Risk,0.5739,0.8253,0.0885,0.0467,0.1454,0.0601,0.1607,0.4986
285,16.49320336372703,80.2340626637118,48,4800,1.0,2,High Risk,0.605,0.8949,0.1213,0.0539,0.0809,0.0813,0.1471,0.5156
286,16.49320336372703,80.23837457707558,48,4848,1.0,2,High Risk,0.688,0.9971,0.1129,0.0801,0.0936,0.0699,0.1174,0.5262
287,16.49320336372703,80.24268649043935,48,4896,1.0,2,High Risk,0.6678,0.9925,0.1001,0.071,0.1295,0.0732,0.1313,0.4948
288,16.49320336372703,80.24699840380312,48,4944,1.0,1,Medium Risk,0.5736,0.9958,0.1241,0.0514,0.0763,0.0998,0.1425,0.5059
289,16.49320336372703,80.2513103171669,48,4992,1.0,1,Medium Risk,0.4894,0.9747,0.1181,0.0371,0.0846,0.0709,0.1365,0.5528
290,16.49320336372703,80.25562223053066,48,5040,1.0,1,Medium Risk,0.4472,0.6239,0.1014,0.0358,0.1014,0.0729,0.1384,0.5501
291,16.49320336372703,80.25993414389444,48,5088,1.0,1,Medium Risk,0.6009,0.8,0.1495,0.0505,0.0868,0.095,0.1451,0.4732
292,16.49320336372703,80.26424605725822,48,5136,1.0,2,High Risk,0.6204,0.8199,0.1574,0.0732,0.056,0.124,0.1191,0.4702
293,16.49320336372703,80.26855797062198,48,5184,1.0,1,Medium Risk,0.5477,0.9995,0.1675,0.0906,0.0704,0.1497,0.1709,0.351
294,16.49320336372703,80.27286988398576,48,5232,1.0,1,Medium Risk,0.4936,0.993,0.1355,0.0985,0.0863,0.1215,0.1552,0.403
295,16.49320336372703,80.27718179734954,48,5280,1.0,1,Medium Risk,0.4755,0.9075,0.1015,0.0801,0.1049,0.0864,0.1432,0.4839
296,16.49320336372703,80.2814937107133,48,5328,1.0,0,Low Risk,0.4415,0.7541,0.0817,0.0601,0.1628,0.0723,0.1412,0.482
297,16.49320336372703,80.28580562407708,48,5376,1.0,0,Low Risk,0.4424,0.6999,0.0786,0.0703,0.1488,0.0725,0.1372,0.4926
298,16.49320336372703,80.29011753744086,48,5424,1.0,0,Low Risk,0.4221,0.8641,0.0788,0.0666,0.1642,0.0647,0.1335,0.4922
299,16.49320336372703,80.29442945080463,48,5472,1.0,1,Medium Risk,0.4859,0.9402,0.107,0.0781,0.1631,0.0736,0.1718,0.4064
300,16.49320336372703,80.29874136416841,48,5520,1.0,1,Medium Risk,0.5238,0.9878,0.0993,0.0767,0.1632,0.0784,0.127,0.4554
301,16.49320336372703,80.30305327753219,48,5568,1.0,2,High Risk,0.6751,0.9982,0.1245,0.0915,0.1202,0.0861,0.0984,0.4794
302,16.49320336372703,80.30736519089595,48,5616,1.0,2,High Risk,0.6137,0.8317,0.104,0.0755,0.1188,0.0788,0.1356,0.4873
303,16.49320336372703,80.31167710425973,48,5664,1.0,1,Medium Risk,0.4536,0.8307,0.0678,0.0435,0.1303,0.0581,0.1294,0.5708
304,16.49320336372703,80.3159890176235,48,5712,1.0,1,Medium Risk,0.5084,0.9984,0.1024,0.0322,0.1076,0.0762,0.1427,0.5389
305,16.49320336372703,80.32030093098727,48,5760,1.0,1,Medium Risk,0.4515,0.9388,0.0941,0.0335,0.0965,0.0995,0.1231,0.5533
306,16.49320336372703,80.32461284435105,48,5808,1.0,1,Medium Risk,0.5214,0.9998,0.1344,0.0386,0.0866,0.1552,0.1632,0.4221
307,16.49320336372703,80.32892475771482,48,5856,1.0,1,Medium Risk,0.5353,1.0,0.1461,0.054,0.086,0.1647,0.1516,0.3975
308,16.49320336372703,80.3332366710786,48,5904,1.0,1,Medium Risk,0.5103,0.9998,0.1349,0.066,0.0923,0.1673,0.1366,0.4029
309,16.49320336372703,80.33754858444237,48,5952,1.0,1,Medium Risk,0.5779,0.9928,0.1702,0.0469,0.0665,0.1555,0.1648,0.3961
310,16.49320336372703,80.34186049780614,48,6000,1.0,2,High Risk,0.6158,0.8944,0.1632,0.0358,0.0725,0.1297,0.1244,0.4744
311,16.49320336372703,80.34617241116992,48,6048,1.0,2,High Risk,0.645,0.9971,0.128,0.0262,0.0614,0.0989,0.0812,0.6042
312,16.49320336372703,80.3504843245337,48,6096,1.0,2,High Risk,0.6828,0.9996,0.0927,0.0425,0.0717,0.112,0.0735,0.6076
313,16.49320336372703,80.35479623789746,48,6144,1.0,2,High Risk,0.622,0.9814,0.1077,0.0408,0.0728,0.0889,0.0862,0.6036
314,16.49320336372703,80.35910815126124,48,6192,1.0,1,Medium Risk,0.5579,0.9991,0.1326,0.0425,0.1192,0.0937,0.1471,0.4649
315,16.49320336372703,80.36342006462502,48,6240,1.0,2,High Risk,0.597,0.7666,0.0916,0.0494,0.0699,0.0805,0.0778,0.6307
316,16.49320336372703,80.36773197798878,48,6288,1.0,1,Medium Risk,0.5593,0.6894,0.0935,0.0294,0.0491,0.0857,0.0951,0.6472
317,16.49320336372703,80.37204389135256,48,6336,1.0,1,Medium Risk,0.5196,0.9989,0.1127,0.0388,0.1154,0.0875,0.1456,0.5001
318,16.49320336372703,80.37635580471633,48,6384,1.0,1,Medium Risk,0.5588,0.9992,0.1582,0.0507,0.1305,0.1122,0.1666,0.3817
319,16.49320336372703,80.3806677180801,48,6432,1.0,1,Medium Risk,0.5082,0.9994,0.1195,0.0483,0.1122,0.103,0.1494,0.4676
320,16.49320336372703,80.38497963144388,48,6480,1.0,1,Medium Risk,0.4546,0.9052,0.0666,0.0596,0.141,0.0634,0.1204,0.549
321,16.49320336372703,80.38929154480765,48,6528,1.0,1,Medium Risk,0.5261,0.9769,0.0242,0.1594,0.1884,0.1111,0.0757,0.4413
322,16.49320336372703,80.39360345817143,48,6576,1.0,0,Low Risk,0.4273,0.8729,0.0145,0.1594,0.1877,0.0903,0.1176,0.4306
323,16.49320336372703,80.3979153715352,48,6624,1.0,0,Low Risk,0.3984,0.9773,0.0218,0.1357,0.1709,0.0395,0.154,0.4782
324,16.49320336372703,80.40222728489897,48,6672,1.0,1,Medium Risk,0.4979,0.9469,0.0616,0.118,0.0676,0.0672,0.1137,0.5719
325,16.49320336372703,80.40653919826275,48,6720,1.0,0,Low Risk,0.3875,0.9757,0.1071,0.0356,0.0496,0.0871,0.0541,0.6665
326,16.49320336372703,80.41085111162653,48,6768,1.0,0,Low Risk,0.3096,0.9998,0.1026,0.0207,0.0421,0.0867,0.0379,0.71
327,16.49320336372703,80.41516302499029,48,6816,1.0,0,Low Risk,0.3422,0.9989,0.102,0.0209,0.044,0.0937,0.0373,0.7022
328,16.49320336372703,80.41947493835407,48,6864,1.0,0,Low Risk,0.2522,1.0,0.0613,0.0597,0.0507,0.0811,0.032,0.7152
329,16.49320336372703,80.42378685171785,48,6912,1.0,0,Low Risk,0.3462,0.9963,0.0739,0.1086,0.1011,0.0718,0.0426,0.602
330,16.49320336372703,80.42809876508161,48,6960,1.0,2,High Risk,0.6593,0.9888,0.0934,0.1736,0.1511,0.0464,0.196,0.3396
331,16.49320336372703,80.4324106784454,48,7008,1.0,2,High Risk,0.6345,0.7005,0.073,0.2378,0.1309,0.0387,0.2041,0.3154
332,16.49320336372703,80.43672259180916,48,7056,1.0,2,High Risk,0.6068,0.6535,0.0804,0.2,0.0944,0.0439,0.1543,0.427
333,16.49320336372703,80.44103450517294,48,7104,1.0,1,Medium Risk,0.5563,0.9755,0.0811,0.1045,0.0711,0.0678,0.0645,0.6111
334,16.49320336372703,80.44534641853672,48,7152,1.0,1,Medium Risk,0.5071,0.9948,0.055,0.1637,0.0825,0.0443,0.0619,0.5926
335,16.49320336372703,80.44965833190048,48,7200,1.0,1,Medium Risk,0.4853,0.9693,0.0452,0.2694,0.0989,0.0473,0.0656,0.4736
336,16.49320336372703,80.45397024526426,48,7248,1.0,1,Medium Risk,0.5547,0.9931,0.0656,0.2547,0.1217,0.0495,0.1002,0.4084
337,16.49320336372703,80.45828215862804,48,7296,1.0,1,Medium Risk,0.565,0.9892,0.0832,0.1609,0.1149,0.0587,0.1182,0.4642
338,16.49320336372703,80.4625940719918,48,7344,1.0,2,High Risk,0.6138,0.9306,0.0999,0.133,0.0998,0.0533,0.1014,0.5126
339,16.49320336372703,80.46690598535558,48,7392,1.0,2,High Risk,0.6842,0.9992,0.1063,0.1123,0.0783,0.049,0.1324,0.5216
340,16.49320336372703,80.47121789871936,48,7440,1.0,2,High Risk,0.7053,0.9995,0.0992,0.1113,0.086,0.0425,0.1443,0.5166
341,16.49320336372703,80.47552981208312,48,7488,1.0,2,High Risk,0.6596,0.986,0.1157,0.0761,0.062,0.0568,0.0766,0.6128
342,16.49320336372703,80.4798417254469,48,7536,1.0,1,Medium Risk,0.5658,0.8269,0.1001,0.037,0.0423,0.0648,0.0759,0.6798
343,16.49320336372703,80.48415363881068,48,7584,1.0,1,Medium Risk,0.5824,0.8946,0.0513,0.0318,0.028,0.0349,0.099,0.7551
344,16.49320336372703,80.48846555217445,48,7632,1.0,2,High Risk,0.671,0.9618,0.0376,0.0399,0.0262,0.0295,0.122,0.7448
345,16.49320336372703,80.49277746553823,48,7680,1.0,2,High Risk,0.7095,0.9993,0.0848,0.0462,0.0437,0.0352,0.1172,0.6729
346,16.49320336372703,80.49708937890199,48,7728,1.0,2,High Risk,0.6973,0.9903,0.0897,0.0339,0.0406,0.0381,0.1104,0.6873
347,16.49320336372703,80.50140129226577,48,7776,1.0,1,Medium Risk,0.5855,0.8564,0.0735,0.0294,0.0322,0.0363,0.1018,0.7267
348,16.49320336372703,80.50571320562955,48,7824,1.0,2,High Risk,0.6076,0.5663,0.1083,0.0629,0.0574,0.053,0.1427,0.5757
349,16.49320336372703,80.51002511899331,48,7872,1.0,2,High Risk,0.6344,0.9799,0.1254,0.0884,0.0778,0.0368,0.2034,0.4683
350,16.49320336372703,80.51433703235709,48,7920,1.0,2,High Risk,0.6353,0.9456,0.1176,0.0654,0.0586,0.0432,0.1691,0.5462
351,16.49320336372703,80.51864894572087,48,7968,1.0,1,Medium Risk,0.558,0.9998,0.1006,0.0716,0.0576,0.0518,0.2032,0.5151
352,16.49320336372703,80.52296085908463,48,8016,1.0,2,High Risk,0.6429,0.9938,0.068,0.0713,0.0434,0.0447,0.1658,0.6068
353,16.49320336372703,80.52727277244841,48,8064,1.0,2,High Risk,0.7171,1.0,0.0435,0.0954,0.0394,0.0567,0.2287,0.5362
354,16.49320336372703,80.53158468581219,48,8112,1.0,2,High Risk,0.6333,0.9653,0.1212,0.0615,0.0571,0.0577,0.2339,0.4686
355,16.49320336372703,80.53589659917596,48,8160,1.0,2,High Risk,0.6006,0.6351,0.1062,0.0949,0.0744,0.039,0.1202,0.5653
356,16.49320336372703,80.54020851253973,48,8208,1.0,1,Medium Risk,0.5257,0.9981,0.0929,0.0819,0.0678,0.0669,0.1027,0.5878
357,16.49320336372703,80.54452042590351,48,8256,1.0,1,Medium Risk,0.541,0.9802,0.103,0.0425,0.047,0.0818,0.0721,0.6536
358,16.49320336372703,80.54883233926728,48,8304,1.0,1,Medium Risk,0.5172,0.9809,0.0871,0.109,0.0679,0.0729,0.0793,0.5839
359,16.49320336372703,80.55314425263106,48,8352,1.0,1,Medium Risk,0.5486,0.9978,0.0698,0.1461,0.0705,0.0632,0.0908,0.5597
360,16.49320336372703,80.55745616599482,48,8400,1.0,1,Medium Risk,0.5551,0.9983,0.0694,0.1464,0.0552,0.0536,0.1119,0.5636
361,16.49320336372703,80.5617680793586,48,8448,1.0,1,Medium Risk,0.5536,0.9959,0.0715,0.157,0.0601,0.0508,0.082,0.5786
362,16.49320336372703,80.56607999272238,48,8496,1.0,1,Medium Risk,0.5724,0.9589,0.0773,0.1122,0.0562,0.0566,0.0858,0.612
363,16.49320336372703,80.57039190608614,48,8544,1.0,1,Medium Risk,0.5648,0.8731,0.1007,0.0851,0.058,0.0563,0.0585,0.6414
364,16.49320336372703,80.57470381944992,48,8592,1.0,2,High Risk,0.6109,0.9737,0.1077,0.09,0.0641,0.0482,0.0671,0.6228
365,16.49320336372703,80.5790157328137,48,8640,1.0,1,Medium Risk,0.5523,0.9948,0.0729,0.1342,0.096,0.0489,0.0818,0.5662
366,16.49320336372703,80.58332764617747,48,8688,1.0,1,Medium Risk,0.5167,0.9825,0.0572,0.21,0.0827,0.0582,0.0654,0.5265
367,16.49320336372703,80.58763955954124,48,8736,1.0,0,Low Risk,0.4615,0.7268,0.0851,0.1055,0.0666,0.0687,0.0557,0.6184
368,16.49320336372703,80.59195147290502,48,8784,1.0,1,Medium Risk,0.4821,0.8502,0.1027,0.079,0.0546,0.0756,0.0576,0.6305
369,16.49320336372703,80.59626338626879,48,8832,1.0,1,Medium Risk,0.5107,0.9521,0.1084,0.089,0.063,0.0582,0.0588,0.6226
370,16.48889145036326,79.80287132733443,96,0,1.0,0,Low Risk,0.3436,0.9987,0.0494,0.0656,0.1068,0.0751,0.1306,0.5725
371,16.48889145036326,79.80718324069821,96,48,1.0,0,Low Risk,0.2118,1.0,0.0367,0.0427,0.0889,0.0684,0.1034,0.6598
372,16.48889145036326,79.81149515406197,96,96,1.0,0,Low Risk,0.4357,0.759,0.0608,0.0681,0.0944,0.0904,0.1241,0.5622
